http://static.free-dissociation.com/magventory/mag-027.jpg, mkr, mgentile555, 6/21/07, JSB + KKB, , , unDA, misc., , , , 56, 1/56, 11/56, 6-4, 7-3, B, "Science Fiction Stories" (first 2 issues **** then bimonthly)
http://static.free-dissociation.com/magventory/mag-027.jpg, mkr, mgentile555, 6/21/07, JSB + KKB, , , unDA, misc., , , , 57, 1/57, 11/57, 7-4, 8-3, B, "Science Fiction Stories" (first 2 issues **** then bimonthly)
http://static.free-dissociation.com/magventory/mag-027.jpg, mkr, mgentile555, 6/21/07, JSB + KKB, , , unDA, misc., , , , 58, 1; 3; 5; 6, 8-4, 8-7, 8-3, B, 
http://static.free-dissociation.com/magventory/mag-027.jpg, mkr, mgentile555, 6/21/07, JSB + KKB, , , unDA, misc., , , , 58, 7; 8; 9; 11, 9-1, 9-4, 8-3, B, 
http://static.free-dissociation.com/magventory/mag-027.jpg, mkr, mgentile555, 6/21/07, JSB + KKB, , , unDA, misc., , , , 59, 1; 2; 3; 5; 7; 9; 11, 9-5, 10-5, 8-3, B, 
http://static.free-dissociation.com/magventory/mag-027.jpg, mkr, mgentile555, 6/21/07, JSB + KKB, , , unDA, misc., , , , 60, 1; 3; 5, 10-6, 11-2, 8-3, B, 
http://static.free-dissociation.com/magventory/mag-027.jpg, mkr, mgentile555, 6/21/07, JSB + KKB, , , unDA, misc., , , , 63, , , 30, 32, B, "Science Fiction Adventures"
http://static.free-dissociation.com/magventory/mag-028.jpg, mkr, mgentile555, 6/9/07, KKB, , , C/M, F&SF, , Magdex - new magazines entered into library that we didn't have before, , 1953, 6/53, , 4-6, , U, 
http://static.free-dissociation.com/magventory/mag-029.jpg, mkr, mgentile555, 6/3/07, KKB, , , New Mags, misc, , Processing new mags from the mail, , 2007, 7/07, , 31-7, , U, Asimov's Science Fiction, whole issue #: 378
http://static.free-dissociation.com/magventory/mag-029.jpg, mkr, mgentile555, 6/3/07, KKB, , , New Mags, misc, , Processing new mags from the mail, , 2007, 5/07, , 58-5, , U, Locus, whole issue #: 556
http://static.free-dissociation.com/magventory/mag-029.jpg, mkr, mgentile555, 6/3/07, KKB, , , New Mags, misc, , Processing new mags from the mail, , 2007, , , , , U, Neo-opsis Science Fiction Magazines, whole issue #: 11
http://static.free-dissociation.com/magventory/mag-029.jpg, mkr, mgentile555, 6/3/07, KKB, , , New Mags, misc, , Processing new mags from the mail, , 2007, , , 1-9, , U, Apex, whole issue #: 
http://static.free-dissociation.com/magventory/mag-029.jpg, mkr, mgentile555, 6/3/07, KKB, , , New Mags, misc, , Processing new mags from the mail, , 2007, 5/07, , 19-9, , U, New York Review of Science Fiction, whole issue #: 225
http://static.free-dissociation.com/magventory/mag-029.jpg, mkr, mgentile555, 6/3/07, KKB, , , New Mags, misc, , Processing new mags from the mail, , 2007, 7-8/07, , 127-(7&8), , U, Analog, whole issue #: 
http://static.free-dissociation.com/magventory/mag-030.jpg, mkr, mgentile555, 5/18/07, KKB, , , New Mags, misc, , Mags from the mail; to be put on the new mags rack., , 2007, 5, , 112-5, , , Fantasy and Science Fiction (whole issue #661)
http://static.free-dissociation.com/magventory/mag-030.jpg, mkr, mgentile555, 5/18/07, KKB, , , New Mags, misc, , Mags from the mail; to be put on the new mags rack., , 2007, 4, , 58-4, , , Locus (whole issue #555)
http://static.free-dissociation.com/magventory/mag-030.jpg, mkr, mgentile555, 5/18/07, KKB, , , New Mags, misc, , Mags from the mail; to be put on the new mags rack., , 2007, 3, , 19-7, , , The New York Review of Science Fiction (whole issue #223)
http://static.free-dissociation.com/magventory/mag-030.jpg, mkr, mgentile555, 5/18/07, KKB, , , New Mags, misc, , Mags from the mail; to be put on the new mags rack., , 2007, 4, , 19-8, , , The New York Review of Science Fiction (whole issue #224)
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1982, 7, , , , U, 
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1982, 10, , , , U, 
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1986, 12, , , , U, 
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1981, 7, , , , U, 
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1981, 8, , , , U, 
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1981, 9, , , , U, 
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1981, 10, , , , U, 
http://static.free-dissociation.com/magventory/mag-031.jpg, mkr, mgentile555, 5/17, KKB, , , C/M, Twilight Zone, , Checked out mags missed in circulating 'ventory, , 1981, 6, , , , U, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1939/40, winter, winter, 1-1, 1-5, B, quarterly
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1941, spring, winter 41-42, 1-6, 1-9, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1942, spring, winter, 1-10, 2-1, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1943, 3; 5; fall*, winter, 2-2, 2-5, B, "bimonthly"
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1944, spring, winter, 2-6, 2-9, B, quarterly
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1945, spring, winter, 3-2, 3-5, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1946, spring, winter, 3-2, 3-5, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1947, spring, winter, 3-6, 3-9, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1948, spring, winter, 3-10, 4-1, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1949, spring, winter, 4-2, 4-5, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1950, spring; summer; fall, 11, 4-6, 4-9, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1951, 1, 11, 4-10, 5-3, B, bimonthly
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1952, 1, 11, 5-4, 5-9, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1953, 1, 11, 5-10, 6-3, B, 
http://static.free-dissociation.com/magventory/mag-032.jpg, mkr, mgentile555, 5/17, JSB KKB, , , unDA, Planet Stories, quarterly, , , 1954/5, 1/54; 3/54; 5/54; summer/54; fall/54; winter/54-55, spring/55; summer/55, 6-4, 6-11, B, 
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1985/6, sum 85, sum 86, 1-2, 1-6, B, Night Cry
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1986/7, fall 86, fall 87, 2-1, 2-5, B, Night Cry
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1939, 2-3, , 1-4, , U, The Octopus (reprinted as Pulp Classics #11
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1976, spring, summer, 1-1, 1-2, B, Odyssey
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1993/4, spring 93, winter 94, 5-1 (12), 6-4 (19), B, On Spec (quarterly)
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1953/4, , , 1, 5, B, Orbit Science Fiction
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1949/50, 11/49, 5/50, 1-1, 1-4, B, Other Worlds Science     Stories (almost) bimontly to "intervals of 6 weeks"
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1950, 7/50; 9/50, 10/50; 11/50, 2-1, 2-4, B, Other Worlds Science     Stories (almost) bimontly to "intervals of 6 weeks"
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1951, 1/51; 3/51, 5/51; 6-7/51, 3-1, 3-4, B, Other Worlds Science     Stories (almost) bimontly to "intervals of 6 weeks"
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1951, 9/51; 10/51, 12/51, 4-1; (13) 3-6 (14*), 15, B, Other Worlds Science     Stories (almost) bimontly to "intervals of 6 weeks"
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1952, 1; 3; 4, 6, 16, 19, B, Other Worlds Science     Stories (almost) bimontly to "intervals of 6 weeks"
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1952, 7; 8; 10, 11; 12, 20, 24, B, Other Worlds Science     Stories (almost) bimontly to "intervals of 6 weeks"
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1953, 1; 2; 3; 4, 5; 6; 7, 25, 31, B, Other Worlds Science     Stories (almost) bimontly to "intervals of 6 weeks"
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1957, ? 5; 6, 7; 8, 1, 5, B, Phantom (monthly)
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1957/8, 9, 2, 6, 11, B, Phantom (monthly)
http://static.free-dissociation.com/magventory/mag-033.jpg, mkr, mgentile555, 5/17/07, JSB KKB, , , unDA, misc, , , , 1958, 3, 7, 12, 16, B, Phantom (monthly)
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 7/81, , , , , Asimov's (IASFM?)
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 5/82, , , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 1-2/72, , , , , Galaxy   Paired-months?
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 5-6/72, , , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 7-8/72, 11-12/72, , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 3-4/73, 5-6/73, , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 9-10/73, , , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 10/73, 12/73, , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 1/74, 5/74, , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 7/74, 12/74, , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 1/75, , , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 11/76, 12/76, , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 3/77, , , , , 2 copies
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 5/77, 11/77, , , , 
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 12-1/77-78, , , , , crossyear month-pair*
http://static.free-dissociation.com/magventory/mag-034.jpg, mkr, mgentile555, May 3; 2007, JSB, , , Braille, , , , , , 2/78, 5/78, , , , 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 12, , U, 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 17, , U, 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 24, , U, 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 26, , U, 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 57, , U, 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 61, , U, 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 77, , U, 
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 78/27, , U, It's a sequence
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 79/29, , U, It's a sequence
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 80/31, , U, It's a sequence
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 81/33, , U, It's a sequence
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 82/35, , U, It's a sequence
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 83/37, , U, It's a sequence
http://static.free-dissociation.com/magventory/mag-035.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:40, 5:44, c/m, Ren[m?*] Dark, , , , , , , 84/39, 86/43, U, It's a sequence
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, check this is not already cataloged under PR (Perry Rhodan), , , , , , , 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 6, , U, Title: Atlan**
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 25, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 31, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 34, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 40, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 41, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 49, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 84, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 99, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 104, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 108, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 111, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 112, 118, U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 124, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 130, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 136, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 139, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 142, 145, U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 147, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 149, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 151, 152, U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 154, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 157, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 160, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 165, 168, U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 171, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 179, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 185, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 187, 188, U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 197, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 228, , U, 
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, , , , , 241, , U, Title: Atlan**
http://static.free-dissociation.com/magventory/mag-036.jpg, mkr, mgentile555, May 3; 2007, JSB; SIR, 5:30, 5:38, c/m, Perry Rhodan, , Old German magazine - w. little info, [**"Title: Atlan" is repeated at first and last entries--is this meant to be applied to all entries in the list or just the first and last???], , , , , , , 
